LED_0,LED_1,LED_2,LED_3,LED_4,LED_5,LED_6,LED_7,LED_8,LED_9,LED_10,LED_11,t
"3,0,0","0,0,0","0,0,0","3,0,0","0,8,0","0,15,0","0,19,0","0,10,0","0,0,11","0,0,11","0,0,8","0,0,6",199.45
"2,0,0","0,0,0","0,0,0","2,0,0","0,9,0","0,15,0","0,20,0","0,10,0","0,0,11","0,0,10","0,0,8","0,0,6",199.46666666666667
"9,0,0","2,0,0","1,0,0","3,0,0","0,10,0","0,16,0","0,17,0","0,10,0","0,0,14","0,0,10","0,0,9","0,0,6",199.48333333333332
"9,0,0","1,0,0","1,0,0","3,0,0","0,8,0","0,17,0","0,15,0","0,9,0","0,0,14","0,0,9","0,0,8","0,0,6",199.5
"7,0,0","2,0,0","1,0,0","3,0,0","0,8,0","0,17,0","0,15,0","0,9,0","0,0,13","0,0,9","0,0,8","0,0,5",199.51666666666668
"5,0,0","1,0,0","0,0,0","5,0,0","0,9,0","0,14,0","0,17,0","0,10,0","0,0,13","0,0,8","0,0,8","0,0,5",199.53333333333333
"6,0,0","1,0,0","0,0,0","4,0,0","0,8,0","0,14,0","0,22,0","0,12,0","0,0,14","0,0,9","0,0,7","0,0,5",199.55
"6,0,0","1,0,0","0,0,0","3,0,0","0,8,0","0,14,0","0,22,0","0,11,0","0,0,12","0,0,8","0,0,7","0,0,4",199.56666666666666
"4,0,0","1,0,0","0,0,0","4,0,0","0,7,0","0,16,0","0,22,0","0,9,0","0,0,11","0,0,7","0,0,7","0,0,4",199.58333333333334
"5,0,0","2,0,0","1,0,0","3,0,0","0,9,0","0,15,0","0,22,0","0,15,0","0,0,14","0,0,9","0,0,8","0,0,6",199.6
"5,0,0","2,0,0","0,0,0","2,0,0","0,11,0","0,17,0","0,27,0","0,14,0","0,0,16","0,0,11","0,0,10","0,0,9",199.61666666666667
"4,0,0","1,0,0","0,0,0","2,0,0","0,12,0","0,18,0","0,25,0","0,11,0","0,0,15","0,0,12","0,0,10","0,0,9",199.63333333333333
"4,0,0","2,0,0","0,0,0","1,0,0","0,11,0","0,17,0","0,22,0","0,11,0","0,0,14","0,0,13","0,0,10","0,0,9",199.65
"3,0,0","1,0,0","0,0,0","2,0,0","0,10,0","0,14,0","0,19,0","0,11,0","0,0,13","0,0,12","0,0,10","0,0,8",199.66666666666666
"3,0,0","1,0,0","0,0,0","2,0,0","0,8,0","0,13,0","0,18,0","0,9,0","0,0,11","0,0,11","0,0,9","0,0,8",199.68333333333334
"3,0,0","1,0,0","0,0,0","1,0,0","0,8,0","0,13,0","0,19,0","0,9,0","0,0,11","0,0,11","0,0,8","0,0,9",199.7
"2,0,0","4,0,0","4,0,0","3,0,0","0,9,0","0,14,0","0,18,0","0,9,0","0,0,12","0,0,10","0,0,8","0,0,8",199.71666666666667
"12,0,0","15,0,0","15,0,0","9,0,0","0,10,0","0,16,0","0,19,0","0,11,0","0,0,12","0,0,10","0,0,9","0,0,10",199.73333333333332
"10,0,0","12,0,0","12,0,0","10,0,0","0,9,0","0,15,0","0,18,0","0,11,0","0,0,11","0,0,9","0,0,9","0,0,9",199.75
"8,0,0","13,0,0","10,0,0","10,0,0","0,10,0","0,15,0","0,16,0","0,10,0","0,0,10","0,0,9","0,0,8","0,0,8",199.76666666666668
"6,0,0","10,0,0","8,0,0","10,0,0","0,11,0","0,15,0","0,15,0","0,10,0","0,0,9","0,0,7","0,0,8","0,0,7",199.78333333333333
"5,0,0","8,0,0","7,0,0","12,0,0","0,10,0","0,14,0","0,14,0","0,8,0","0,0,9","0,0,7","0,0,7","0,0,6",199.8
"4,0,0","7,0,0","9,0,0","10,0,0","0,11,0","0,16,0","0,15,0","0,7,0","0,0,7","0,0,6","0,0,7","0,0,5",199.81666666666666
"3,0,0","7,0,0","13,0,0","9,0,0","0,11,0","0,15,0","0,13,0","0,8,0","0,0,7","0,0,5","0,0,6","0,0,4",199.83333333333334
"3,0,0","6,0,0","10,0,0","8,0,0","0,12,0","0,14,0","0,11,0","0,10,0","0,0,7","0,0,5","0,0,5","0,0,4",199.85
"5,0,0","7,0,0","10,0,0","7,0,0","0,13,0","0,16,0","0,12,0","0,9,0","0,0,9","0,0,5","0,0,6","0,0,5",199.86666666666667
"4,0,0","7,0,0","15,0,0","7,0,0","0,12,0","0,13,0","0,12,0","0,11,0","0,0,9","0,0,6","0,0,5","0,0,5",199.88333333333333
"7,0,0","6,0,0","12,0,0","6,0,0","0,12,0","0,12,0","0,12,0","0,10,0","0,0,9","0,0,6","0,0,5","0,0,4",199.9
"7,0,0","5,0,0","10,0,0","5,0,0","0,11,0","0,13,0","0,15,0","0,9,0","0,0,9","0,0,6","0,0,5","0,0,3",199.91666666666666
"7,0,0","5,0,0","8,0,0","5,0,0","0,11,0","0,14,0","0,19,0","0,9,0","0,0,10","0,0,5","0,0,4","0,0,3",199.93333333333334
"6,0,0","4,0,0","7,0,0","6,0,0","0,12,0","0,14,0","0,22,0","0,10,0","0,0,9","0,0,5","0,0,4","0,0,2",199.95
"4,0,0","5,0,0","10,0,0","5,0,0","0,11,0","0,15,0","0,21,0","0,9,0","0,0,9","0,0,5","0,0,3","0,0,2",199.96666666666667
"11,0,0","5,0,0","13,0,0","6,0,0","0,11,0","0,16,0","0,18,0","0,9,0","0,0,12","0,0,7","0,0,6","0,0,4",199.98333333333332
"10,0,0","4,0,0","11,0,0","5,0,0","0,10,0","0,17,0","0,18,0","0,10,0","0,0,14","0,0,8","0,0,8","0,0,4",200.0
"9,0,0","3,0,0","10,0,0","6,0,0","0,9,0","0,17,0","0,17,0","0,10,0","0,0,13","0,0,9","0,0,8","0,0,4",200.01666666666668
"8,0,0","3,0,0","8,0,0","8,0,0","0,11,0","0,18,0","0,18,0","0,9,0","0,0,12","0,0,8","0,0,7","0,0,3",200.03333333333333
"7,0,0","3,0,0","7,0,0","6,0,0","0,9,0","0,16,0","0,16,0","0,9,0","0,0,11","0,0,7","0,0,6","0,0,3",200.05
"6,0,0","2,0,0","6,0,0","5,0,0","0,8,0","0,14,0","0,17,0","0,9,0","0,0,10","0,0,6","0,0,6","0,0,3",200.06666666666666
"5,0,0","2,0,0","5,0,0","4,0,0","0,7,0","0,17,0","0,17,0","0,8,0","0,0,9","0,0,6","0,0,5","0,0,3",200.08333333333334
"6,0,0","6,0,0","6,0,0","6,0,0","0,9,0","0,16,0","0,16,0","0,8,0","0,0,10","0,0,7","0,0,6","0,0,4",200.1
"7,0,0","6,0,0","10,0,0","6,0,0","0,9,0","0,14,0","0,14,0","0,7,0","0,0,10","0,0,7","0,0,7","0,0,4",200.11666666666667
"8,0,0","5,0,0","10,0,0","5,0,0","0,10,0","0,18,0","0,15,0","0,9,0","0,0,10","0,0,7","0,0,7","0,0,4",200.13333333333333
"7,0,0","4,0,0","9,0,0","7,0,0","0,10,0","0,16,0","0,15,0","0,10,0","0,0,10","0,0,6","0,0,6","0,0,3",200.15
"5,0,0","4,0,0","10,0,0","6,0,0","0,11,0","0,15,0","0,16,0","0,10,0","0,0,10","0,0,6","0,0,6","0,0,3",200.16666666666666
"6,0,0","4,0,0","10,0,0","5,0,0","0,11,0","0,13,0","0,16,0","0,9,0","0,0,9","0,0,5","0,0,5","0,0,3",200.18333333333334
"5,0,0","3,0,0","9,0,0","4,0,0","0,10,0","0,12,0","0,15,0","0,9,0","0,0,8","0,0,4","0,0,4","0,0,3",200.2
"6,0,0","4,0,0","10,0,0","4,0,0","0,10,0","0,12,0","0,14,0","0,9,0","0,0,8","0,0,5","0,0,4","0,0,2",200.21666666666667
"9,0,0","6,0,0","8,0,0","8,0,0","0,10,0","0,12,0","0,16,0","0,11,0","0,0,9","0,0,6","0,0,6","0,0,4",200.23333333333332
"7,0,0","5,0,0","7,0,0","6,0,0","0,9,0","0,13,0","0,13,0","0,10,0","0,0,10","0,0,6","0,0,7","0,0,4",200.25
"7,0,0","4,0,0","7,0,0","5,0,0","0,9,0","0,13,0","0,12,0","0,9,0","0,0,9","0,0,7","0,0,6","0,0,4",200.26666666666668
"6,0,0","3,0,0","5,0,0","6,0,0","0,8,0","0,12,0","0,12,0","0,9,0","0,0,9","0,0,7","0,0,5","0,0,3",200.28333333333333
"4,0,0","3,0,0","4,0,0","5,0,0","0,8,0","0,12,0","0,14,0","0,8,0","0,0,8","0,0,6","0,0,5","0,0,3",200.3
"4,0,0","2,0,0","3,0,0","4,0,0","0,9,0","0,11,0","0,13,0","0,9,0","0,0,7","0,0,5","0,0,5","0,0,3",200.31666666666666
"3,0,0","2,0,0","2,0,0","4,0,0","0,8,0","0,11,0","0,14,0","0,8,0","0,0,8","0,0,5","0,0,4","0,0,2",200.33333333333334
"3,0,0","2,0,0","2,0,0","3,0,0","0,8,0","0,12,0","0,12,0","0,7,0","0,0,8","0,0,5","0,0,5","0,0,2",200.35
"5,0,0","2,0,0","2,0,0","3,0,0","0,7,0","0,11,0","0,10,0","0,9,0","0,0,8","0,0,6","0,0,6","0,0,2",200.36666666666667
"5,0,0","2,0,0","1,0,0","3,0,0","0,8,0","0,10,0","0,13,0","0,8,0","0,0,7","0,0,5","0,0,6","0,0,3",200.38333333333333
"4,0,0","2,0,0","2,0,0","2,0,0","0,7,0","0,12,0","0,11,0","0,8,0","0,0,6","0,0,5","0,0,6","0,0,3",200.4
"3,0,0","2,0,0","2,0,0","3,0,0","0,7,0","0,10,0","0,11,0","0,8,0","0,0,6","0,0,5","0,0,5","0,0,2",200.41666666666666
"3,0,0","2,0,0","3,0,0","3,0,0","0,7,0","0,9,0","0,10,0","0,7,0","0,0,6","0,0,4","0,0,5","0,0,2",200.43333333333334
"2,0,0","1,0,0","5,0,0","3,0,0","0,7,0","0,8,0","0,10,0","0,8,0","0,0,6","0,0,4","0,0,4","0,0,2",200.45
"2,0,0","2,0,0","4,0,0","2,0,0","0,7,0","0,8,0","0,12,0","0,8,0","0,0,6","0,0,4","0,0,4","0,0,2",200.46666666666667
"5,0,0","9,0,0","13,0,0","5,0,0","0,10,0","0,8,0","0,19,0","0,8,0","0,0,9","0,0,5","0,0,7","0,0,4",200.48333333333332
"8,0,0","7,0,0","13,0,0","4,0,0","0,11,0","0,11,0","0,22,0","0,10,0","0,0,10","0,0,6","0,0,7","0,0,5",200.5
"6,0,0","9,0,0","12,0,0","3,0,0","0,10,0","0,11,0","0,19,0","0,9,0","0,0,10","0,0,7","0,0,7","0,0,5",200.51666666666668
"5,0,0","7,0,0","10,0,0","4,0,0","0,9,0","0,10,0","0,17,0","0,8,0","0,0,10","0,0,7","0,0,6","0,0,4",200.53333333333333
"5,0,0","5,0,0","8,0,0","4,0,0","0,9,0","0,10,0","0,16,0","0,8,0","0,0,10","0,0,6","0,0,6","0,0,4",200.55
"4,0,0","5,0,0","7,0,0","3,0,0","0,8,0","0,11,0","0,20,0","0,7,0","0,0,9","0,0,6","0,0,5","0,0,4",200.56666666666666
"3,0,0","4,0,0","6,0,0","3,0,0","0,8,0","0,11,0","0,19,0","0,6,0","0,0,9","0,0,5","0,0,5","0,0,3",200.58333333333334
"4,0,0","4,0,0","7,0,0","4,0,0","0,9,0","0,10,0","0,17,0","0,8,0","0,0,9","0,0,6","0,0,7","0,0,4",200.6
"5,0,0","4,0,0","6,0,0","5,0,0","0,11,0","0,9,0","0,18,0","0,10,0","0,0,10","0,0,8","0,0,9","0,0,6",200.61666666666667
"7,0,0","4,0,0","5,0,0","5,0,0","0,11,0","0,11,0","0,20,0","0,10,0","0,0,10","0,0,8","0,0,8","0,0,5",200.63333333333333
"7,0,0","3,0,0","4,0,0","4,0,0","0,10,0","0,10,0","0,18,0","0,10,0","0,0,10","0,0,8","0,0,8","0,0,5",200.65
"5,0,0","2,0,0","3,0,0","4,0,0","0,10,0","0,9,0","0,16,0","0,10,0","0,0,9","0,0,7","0,0,7","0,0,4",200.66666666666666
"6,0,0","2,0,0","2,0,0","5,0,0","0,10,0","0,8,0","0,15,0","0,10,0","0,0,11","0,0,8","0,0,7","0,0,5",200.68333333333334
"5,0,0","2,0,0","2,0,0","5,0,0","0,9,0","0,9,0","0,15,0","0,11,0","0,0,14","0,0,11","0,0,8","0,0,5",200.7
"4,0,0","2,0,0","3,0,0","4,0,0","0,9,0","0,12,0","0,15,0","0,11,0","0,0,15","0,0,11","0,0,8","0,0,5",200.71666666666667
"5,0,0","2,0,0","3,0,0","3,0,0","0,11,0","0,14,0","0,16,0","0,14,0","0,0,15","0,0,10","0,0,8","0,0,5",200.73333333333332
"4,0,0","2,0,0","2,0,0","4,0,0","0,12,0","0,13,0","0,14,0","0,13,0","0,0,14","0,0,10","0,0,8","0,0,6",200.75
"5,0,0","2,0,0","1,0,0","3,0,0","0,12,0","0,12,0","0,15,0","0,11,0","0,0,13","0,0,9","0,0,10","0,0,6",200.76666666666668
"4,0,0","2,0,0","1,0,0","2,0,0","0,10,0","0,11,0","0,14,0","0,10,0","0,0,11","0,0,9","0,0,9","0,0,7",200.78333333333333
"3,0,0","2,0,0","2,0,0","2,0,0","0,10,0","0,11,0","0,13,0","0,9,0","0,0,10","0,0,9","0,0,9","0,0,7",200.8
"3,0,0","2,0,0","2,0,0","2,0,0","0,9,0","0,10,0","0,14,0","0,8,0","0,0,10","0,0,8","0,0,9","0,0,7",200.81666666666666
"2,0,0","2,0,0","2,0,0","2,0,0","0,8,0","0,9,0","0,14,0","0,7,0","0,0,9","0,0,9","0,0,8","0,0,7",200.83333333333334
"2,0,0","3,0,0","2,0,0","1,0,0","0,8,0","0,9,0","0,15,0","0,8,0","0,0,10","0,0,9","0,0,8","0,0,7",200.85
"6,0,0","5,0,0","9,0,0","4,0,0","0,12,0","0,16,0","0,18,0","0,8,0","0,0,11","0,0,10","0,0,9","0,0,6",200.86666666666667
"5,0,0","4,0,0","7,0,0","4,0,0","0,11,0","0,16,0","0,16,0","0,10,0","0,0,12","0,0,10","0,0,9","0,0,7",200.88333333333333
"6,0,0","5,0,0","7,0,0","3,0,0","0,10,0","0,13,0","0,14,0","0,10,0","0,0,12","0,0,10","0,0,8","0,0,6",200.9
"5,0,0","4,0,0","8,0,0","4,0,0","0,10,0","0,11,0","0,12,0","0,10,0","0,0,13","0,0,9","0,0,8","0,0,5",200.91666666666666
"4,0,0","4,0,0","6,0,0","3,0,0","0,9,0","0,10,0","0,12,0","0,10,0","0,0,12","0,0,8","0,0,7","0,0,4",200.93333333333334
"3,0,0","3,0,0","6,0,0","2,0,0","0,9,0","0,10,0","0,12,0","0,8,0","0,0,10","0,0,8","0,0,6","0,0,4",200.95
"3,0,0","3,0,0","6,0,0","2,0,0","0,8,0","0,9,0","0,12,0","0,7,0","0,0,9","0,0,7","0,0,5","0,0,3",200.96666666666667
"5,0,0","3,0,0","6,0,0","4,0,0","0,9,0","0,12,0","0,12,0","0,7,0","0,0,11","0,0,8","0,0,6","0,0,4",200.98333333333332
"5,0,0","3,0,0","5,0,0","3,0,0","0,9,0","0,13,0","0,15,0","0,7,0","0,0,11","0,0,7","0,0,7","0,0,4",201.0
"7,0,0","4,0,0","5,0,0","3,0,0","0,10,0","0,11,0","0,13,0","0,9,0","0,0,10","0,0,7","0,0,6","0,0,4",201.01666666666668
"8,0,0","3,0,0","4,0,0","3,0,0","0,9,0","0,12,0","0,13,0","0,8,0","0,0,9","0,0,6","0,0,6","0,0,4",201.03333333333333
"7,0,0","4,0,0","3,0,0","3,0,0","0,8,0","0,12,0","0,12,0","0,9,0","0,0,9","0,0,7","0,0,6","0,0,4",201.05
"5,0,0","4,0,0","2,0,0","3,0,0","0,10,0","0,12,0","0,12,0","0,8,0","0,0,11","0,0,8","0,0,7","0,0,4",201.06666666666666
"6,0,0","3,0,0","3,0,0","3,0,0","0,9,0","0,10,0","0,13,0","0,10,0","0,0,12","0,0,9","0,0,6","0,0,4",201.08333333333334
"7,0,0","3,0,0","3,0,0","3,0,0","0,9,0","0,10,0","0,13,0","0,12,0","0,0,13","0,0,10","0,0,7","0,0,4",201.1
"9,0,0","3,0,0","2,0,0","4,0,0","0,9,0","0,10,0","0,13,0","0,14,0","0,0,15","0,0,11","0,0,9","0,0,6",201.11666666666667
"7,0,0","3,0,0","2,0,0","5,0,0","0,10,0","0,9,0","0,12,0","0,12,0","0,0,14","0,0,11","0,0,9","0,0,6",201.13333333333333
"7,0,0","2,0,0","1,0,0","4,0,0","0,8,0","0,8,0","0,12,0","0,12,0","0,0,13","0,0,10","0,0,8","0,0,6",201.15
"6,0,0","2,0,0","2,0,0","5,0,0","0,7,0","0,14,0","0,15,0","0,10,0","0,0,12","0,0,11","0,0,8","0,0,7",201.16666666666666
"6,0,0","1,0,0","2,0,0","5,0,0","0,7,0","0,16,0","0,17,0","0,8,0","0,0,12","0,0,10","0,0,8","0,0,7",201.18333333333334
"7,0,0","2,0,0","3,0,0","6,0,0","0,6,0","0,16,0","0,15,0","0,10,0","0,0,11","0,0,9","0,0,8","0,0,6",201.2
"6,0,0","2,0,0","5,0,0","6,0,0","0,7,0","0,16,0","0,16,0","0,9,0","0,0,11","0,0,9","0,0,8","0,0,7",201.21666666666667
"9,0,0","7,0,0","5,0,0","5,0,0","0,7,0","0,17,0","0,16,0","0,10,0","0,0,11","0,0,10","0,0,9","0,0,7",201.23333333333332
"7,0,0","6,0,0","4,0,0","5,0,0","0,7,0","0,17,0","0,15,0","0,9,0","0,0,11","0,0,11","0,0,10","0,0,8",201.25
"7,0,0","7,0,0","4,0,0","5,0,0","0,7,0","0,15,0","0,12,0","0,9,0","0,0,12","0,0,11","0,0,10","0,0,8",201.26666666666668
"6,0,0","5,0,0","4,0,0","4,0,0","0,7,0","0,13,0","0,14,0","0,8,0","0,0,11","0,0,10","0,0,9","0,0,8",201.28333333333333
"5,0,0","4,0,0","3,0,0","4,0,0","0,7,0","0,13,0","0,17,0","0,8,0","0,0,11","0,0,10","0,0,10","0,0,7",201.3
"4,0,0","4,0,0","3,0,0","3,0,0","0,6,0","0,11,0","0,16,0","0,9,0","0,0,11","0,0,10","0,0,10","0,0,6",201.31666666666666
"4,0,0","3,0,0","2,0,0","3,0,0","0,7,0","0,13,0","0,13,0","0,8,0","0,0,11","0,0,9","0,0,9","0,0,6",201.33333333333334
"4,0,0","3,0,0","1,0,0","3,0,0","0,7,0","0,12,0","0,14,0","0,7,0","0,0,10","0,0,8","0,0,8","0,0,5",201.35
"13,0,0","2,0,0","3,0,0","8,0,0","0,7,0","0,12,0","0,13,0","0,9,0","0,0,11","0,0,9","0,0,9","0,0,6",201.36666666666667
"11,0,0","4,0,0","4,0,0","13,0,0","0,8,0","0,13,0","0,11,0","0,9,0","0,0,11","0,0,9","0,0,8","0,0,6",201.38333333333333
"10,0,0","3,0,0","3,0,0","10,0,0","0,7,0","0,13,0","0,12,0","0,10,0","0,0,11","0,0,8","0,0,7","0,0,5",201.4
"9,0,0","3,0,0","2,0,0","13,0,0","0,9,0","0,12,0","0,13,0","0,10,0","0,0,9","0,0,7","0,0,7","0,0,5",201.41666666666666
"7,0,0","2,0,0","2,0,0","11,0,0","0,7,0","0,14,0","0,12,0","0,9,0","0,0,10","0,0,8","0,0,6","0,0,5",201.43333333333334
"6,0,0","2,0,0","1,0,0","13,0,0","0,7,0","0,13,0","0,11,0","0,10,0","0,0,11","0,0,8","0,0,6","0,0,4",201.45
"5,0,0","2,0,0","3,0,0","11,0,0","0,6,0","0,11,0","0,13,0","0,11,0","0,0,12","0,0,8","0,0,6","0,0,4",201.46666666666667
"7,0,0","3,0,0","3,0,0","11,0,0","0,5,0","0,12,0","0,14,0","0,10,0","0,0,11","0,0,8","0,0,6","0,0,4",201.48333333333332
"6,0,0","3,0,0","2,0,0","8,0,0","0,6,0","0,13,0","0,14,0","0,13,0","0,0,12","0,0,7","0,0,7","0,0,5",201.5
"7,0,0","2,0,0","3,0,0","10,0,0","0,6,0","0,13,0","0,13,0","0,13,0","0,0,11","0,0,8","0,0,7","0,0,5",201.51666666666668
"5,0,0","2,0,0","2,0,0","8,0,0","0,7,0","0,13,0","0,12,0","0,12,0","0,0,10","0,0,8","0,0,7","0,0,4",201.53333333333333
"6,0,0","1,0,0","2,0,0","7,0,0","0,6,0","0,12,0","0,11,0","0,10,0","0,0,9","0,0,8","0,0,7","0,0,5",201.55
"7,0,0","1,0,0","3,0,0","9,0,0","0,6,0","0,12,0","0,10,0","0,11,0","0,0,9","0,0,8","0,0,6","0,0,5",201.56666666666666
"6,0,0","1,0,0","3,0,0","7,0,0","0,6,0","0,11,0","0,10,0","0,12,0","0,0,8","0,0,8","0,0,6","0,0,4",201.58333333333334
"5,0,0","4,0,0","2,0,0","7,0,0","0,5,0","0,12,0","0,12,0","0,12,0","0,0,8","0,0,8","0,0,7","0,0,5",201.6
"11,0,0","10,0,0","13,0,0","7,0,0","0,6,0","0,12,0","0,14,0","0,13,0","0,0,10","0,0,9","0,0,10","0,0,6",201.61666666666667
"9,0,0","8,0,0","10,0,0","5,0,0","0,7,0","0,11,0","0,14,0","0,13,0","0,0,10","0,0,9","0,0,9","0,0,7",201.63333333333333
"7,0,0","9,0,0","11,0,0","5,0,0","0,8,0","0,10,0","0,17,0","0,13,0","0,0,9","0,0,9","0,0,8","0,0,6",201.65
"6,0,0","7,0,0","9,0,0","6,0,0","0,8,0","0,10,0","0,16,0","0,11,0","0,0,10","0,0,10","0,0,9","0,0,6",201.66666666666666
"5,0,0","7,0,0","8,0,0","5,0,0","0,9,0","0,12,0","0,15,0","0,12,0","0,0,12","0,0,10","0,0,8","0,0,5",201.68333333333334
"4,0,0","5,0,0","6,0,0","4,0,0","0,8,0","0,13,0","0,16,0","0,11,0","0,0,11","0,0,8","0,0,8","0,0,5",201.7
"4,0,0","4,0,0","5,0,0","4,0,0","0,7,0","0,12,0","0,15,0","0,10,0","0,0,10","0,0,8","0,0,7","0,0,5",201.71666666666667
"4,0,0","4,0,0","6,0,0","3,0,0","0,8,0","0,11,0","0,16,0","0,11,0","0,0,10","0,0,8","0,0,7","0,0,5",201.73333333333332
"3,0,0","4,0,0","6,0,0","4,0,0","0,9,0","0,13,0","0,17,0","0,10,0","0,0,10","0,0,8","0,0,6","0,0,4",201.75
"3,0,0","4,0,0","8,0,0","4,0,0","0,9,0","0,15,0","0,15,0","0,9,0","0,0,10","0,0,7","0,0,6","0,0,4",201.76666666666668
"3,0,0","4,0,0","6,0,0","5,0,0","0,10,0","0,16,0","0,13,0","0,8,0","0,0,9","0,0,7","0,0,6","0,0,4",201.78333333333333
"4,0,0","3,0,0","5,0,0","4,0,0","0,9,0","0,14,0","0,14,0","0,8,0","0,0,8","0,0,7","0,0,5","0,0,4",201.8
"3,0,0","3,0,0","4,0,0","7,0,0","0,8,0","0,12,0","0,11,0","0,8,0","0,0,8","0,0,7","0,0,5","0,0,4",201.81666666666666
"3,0,0","2,0,0","3,0,0","6,0,0","0,8,0","0,10,0","0,11,0","0,9,0","0,0,8","0,0,6","0,0,5","0,0,4",201.83333333333334
"3,0,0","2,0,0","4,0,0","5,0,0","0,7,0","0,12,0","0,12,0","0,8,0","0,0,7","0,0,6","0,0,5","0,0,4",201.85
"4,0,0","2,0,0","3,0,0","4,0,0","0,7,0","0,13,0","0,13,0","0,12,0","0,0,8","0,0,8","0,0,8","0,0,5",201.86666666666667
"3,0,0","2,0,0","3,0,0","4,0,0","0,7,0","0,11,0","0,13,0","0,13,0","0,0,9","0,0,8","0,0,8","0,0,6",201.88333333333333
"2,0,0","2,0,0","3,0,0","3,0,0","0,7,0","0,14,0","0,12,0","0,11,0","0,0,9","0,0,8","0,0,9","0,0,6",201.9
"3,0,0","2,0,0","2,0,0","2,0,0","0,6,0","0,18,0","0,11,0","0,13,0","0,0,9","0,0,9","0,0,9","0,0,6",201.91666666666666
"4,0,0","2,0,0","2,0,0","2,0,0","0,8,0","0,17,0","0,11,0","0,14,0","0,0,9","0,0,10","0,0,9","0,0,6",201.93333333333334
"4,0,0","2,0,0","2,0,0","1,0,0","0,8,0","0,15,0","0,11,0","0,13,0","0,0,8","0,0,9","0,0,8","0,0,6",201.95
"3,0,0","2,0,0","2,0,0","4,0,0","0,7,0","0,15,0","0,10,0","0,13,0","0,0,8","0,0,9","0,0,9","0,0,6",201.96666666666667
"4,0,0","3,0,0","2,0,0","4,0,0","0,10,0","0,17,0","0,11,0","0,12,0","0,0,10","0,0,10","0,0,10","0,0,7",201.98333333333332
"4,0,0","2,0,0","2,0,0","8,0,0","0,12,0","0,16,0","0,10,0","0,13,0","0,0,9","0,0,11","0,0,11","0,0,7",202.0
"5,0,0","2,0,0","2,0,0","6,0,0","0,10,0","0,15,0","0,12,0","0,11,0","0,0,10","0,0,10","0,0,10","0,0,7",202.01666666666668
"4,0,0","2,0,0","3,0,0","8,0,0","0,9,0","0,16,0","0,12,0","0,11,0","0,0,9","0,0,10","0,0,10","0,0,6",202.03333333333333
"4,0,0","2,0,0","2,0,0","7,0,0","0,7,0","0,14,0","0,10,0","0,11,0","0,0,9","0,0,9","0,0,9","0,0,6",202.05
"3,0,0","2,0,0","3,0,0","10,0,0","0,7,0","0,13,0","0,9,0","0,10,0","0,0,8","0,0,8","0,0,8","0,0,5",202.06666666666666
"3,0,0","1,0,0","3,0,0","8,0,0","0,8,0","0,12,0","0,10,0","0,10,0","0,0,7","0,0,9","0,0,7","0,0,5",202.08333333333334
"2,0,0","1,0,0","3,0,0","6,0,0","0,8,0","0,15,0","0,10,0","0,10,0","0,0,9","0,0,8","0,0,7","0,0,4",202.1
"5,0,0","2,0,0","3,0,0","9,0,0","0,7,0","0,13,0","0,13,0","0,9,0","0,0,9","0,0,8","0,0,6","0,0,4",202.11666666666667
"4,0,0","3,0,0","3,0,0","7,0,0","0,6,0","0,12,0","0,12,0","0,8,0","0,0,9","0,0,8","0,0,6","0,0,4",202.13333333333333
"3,0,0","2,0,0","5,0,0","9,0,0","0,6,0","0,13,0","0,11,0","0,8,0","0,0,9","0,0,7","0,0,6","0,0,4",202.15
"4,0,0","2,0,0","4,0,0","7,0,0","0,8,0","0,12,0","0,14,0","0,8,0","0,0,8","0,0,7","0,0,6","0,0,4",202.16666666666666
"3,0,0","2,0,0","3,0,0","8,0,0","0,10,0","0,11,0","0,15,0","0,9,0","0,0,8","0,0,7","0,0,7","0,0,5",202.18333333333334
"4,0,0","2,0,0","3,0,0","6,0,0","0,9,0","0,11,0","0,14,0","0,9,0","0,0,8","0,0,7","0,0,10","0,0,7",202.2
"4,0,0","1,0,0","2,0,0","7,0,0","0,8,0","0,11,0","0,14,0","0,8,0","0,0,9","0,0,7","0,0,9","0,0,5",202.21666666666667
"4,0,0","3,0,0","2,0,0","7,0,0","0,8,0","0,12,0","0,20,0","0,10,0","0,0,11","0,0,9","0,0,8","0,0,6",202.23333333333332
"3,0,0","4,0,0","2,0,0","7,0,0","0,8,0","0,13,0","0,18,0","0,12,0","0,0,10","0,0,11","0,0,9","0,0,8",202.25
"3,0,0","3,0,0","2,0,0","7,0,0","0,7,0","0,12,0","0,17,0","0,11,0","0,0,10","0,0,11","0,0,9","0,0,7",202.26666666666668
"3,0,0","3,0,0","1,0,0","6,0,0","0,8,0","0,11,0","0,15,0","0,10,0","0,0,9","0,0,11","0,0,9","0,0,7",202.28333333333333
"3,0,0","3,0,0","2,0,0","5,0,0","0,7,0","0,11,0","0,14,0","0,10,0","0,0,9","0,0,10","0,0,9","0,0,6",202.3
"4,0,0","2,0,0","2,0,0","4,0,0","0,7,0","0,12,0","0,15,0","0,8,0","0,0,9","0,0,10","0,0,8","0,0,7",202.31666666666666
"3,0,0","2,0,0","2,0,0","4,0,0","0,7,0","0,13,0","0,13,0","0,8,0","0,0,8","0,0,10","0,0,8","0,0,7",202.33333333333334
